20130316	Zcash	CoinNest	98.2517	112.7686	1328
20130907	BitShares	Koinex	0.0368	0.0433	189
20130727	Viacoin	Binance	1.5307	1.6185	3512
20130517	Mooncoin	KuCoin	0.0033	0.0036	21
20130502	Nxt	Bitbank	0.0241	0.0249	254
20130112	MonaCoin	Gemini	0.5232	0.5735	408
20131110	Metaverse ETP	EXMO	0.3755	0.5532	2202
20130114	SIBCoin	HitBTC	0.81	0.8551	142
20130323	MonetaryUnit	Koinex	0.2473	0.3489	19
20130619	Vertcoin	EXMO	1.1861	1.7128	2662
20130907	Sprouts	KuCoin	0.0056	0.0095	19
20130907	DigiByte	EXMO	0.0091	0.0137	24946
20130915	Nxt	HKSY	0.0235	0.0279	1394
20130810	BitcoinCash	Abucoins	459.0958	488.8549	10722
20131211	Namecoin	Gate.io	0.8839	1.1828	6
20130318	Ark	Huobi	9.3075	13.2372	21685
20130530	NoLimitCoin	Gate.io	0.2703	0.2762	100
20130804	Viacoin	bitFlyer	2.2236	2.7997	247
20130520	CloakCoin	KuCoin	7.1065	10.3417	80
20130410	Diamond	Kraken	30.5129	37.2005	742
